Mod:Item:MetaData, Localized Name
appliedenergistics2:part:302, ME Fluid Annihilation Plane
appliedenergistics2:part:261, ME Fluid Export Bus
appliedenergistics2:part:321, ME Fluid Formation Plane
appliedenergistics2:part:241, ME Fluid Import Bus
appliedenergistics2:part:441, ME Fluid Interface
appliedenergistics2:part:522, ME Fluid Interface Configuration Terminal
appliedenergistics2:part:281, ME Fluid Level Emitter
appliedenergistics2:part:221, ME Fluid Storage Bus
appliedenergistics2:part:520, ME Fluid Terminal
appliedenergistics2:part:320, ME Formation Plane
appliedenergistics2:part:301, ME Identity Annihilation Plane
appliedenergistics2:part:240, ME Import Bus
appliedenergistics2:part:440, ME Interface
appliedenergistics2:part:521, ME Interface Configuration Terminal
appliedenergistics2:part:480, ME Interface Terminal
appliedenergistics2:part:100, ME Inverted Toggle Bus
appliedenergistics2:part:280, ME Level Emitter
appliedenergistics2:part:160, Bright Illuminated Panel
appliedenergistics2:part:222, ME OreDict Storage Bus
appliedenergistics2:part:469, P2P Tunnel - FE
appliedenergistics2:part:463, P2P Tunnel - Fluid
appliedenergistics2:part:462, P2P Tunnel - Item
appliedenergistics2:part:467, P2P Tunnel - Light
appliedenergistics2:part:460, P2P Tunnel - ME
appliedenergistics2:part:461, P2P Tunnel - Redstone
appliedenergistics2:part:340, ME Pattern Terminal
appliedenergistics2:part:140, Quartz Fiber
appliedenergistics2:part:180, Illuminated Panel
appliedenergistics2:part:220, ME Storage Bus
appliedenergistics2:part:400, ME Storage Monitor
appliedenergistics2:part:380, ME Terminal
appliedenergistics2:part:80, ME Toggle Bus
ae2utilities:enhanced_interface_tier1, Enhanced Interface Tier I
ae2utilities:enhanced_interface_tier2, Enhanced Interface Tier II
ae2utilities:enhanced_interface_tier3, Enhanced Interface Tier III
ae2utilities:part_enhanced_interface_tier1, Enhanced Interface Tier I
ae2utilities:part_enhanced_interface_tier2, Enhanced Interface Tier II
ae2utilities:part_enhanced_interface_tier3, Enhanced Interface Tier III
alchemistry:electrolyzer, Electrolyzer
alchemistry:chemical_dissolver, Chemical Dissolver
alchemistry:chemical_combiner, Chemical Combiner
alchemistry:evaporator, Evaporator
alchemistry:atomizer, Atomizer
alchemistry:liquifier, Liquifier
alchemistry:fission_casing, Fission Casing
alchemistry:fission_core, Fission Core
alchemistry:fission_controller, Fission Controller
alchemistry:fusion_casing, Fusion Casing
alchemistry:fusion_core, Fusion Core
alchemistry:fusion_controller, Fusion Controller
alchemistry:neon_light, Neon Light
alchemistry:helium_light, Helium Light
alchemistry:argon_light, Argon Light
alchemistry:krypton_light, Krypton Light
alchemistry:xenon_light, Xenon Light
alchemistry:wet_sand, Wet Sand
alchemistry:milk, MILK
alchemistry:mineral_salt, Mineral Salt
alchemistry:condensed_milk, Condensed Milk
alchemistry:fertilizer, Fertilizer
alchemistry:obsidian_breaker, Obsidian Breaker
alchemistry:slot_filler, Slot Filler
alchemistry:element:1, Hydrogen
alchemistry:element:2, Helium
alchemistry:element:3, Lithium
alchemistry:element:4, Beryllium
alchemistry:element:5, Boron
alchemistry:element:6, Carbon
alchemistry:element:7, Nitrogen
alchemistry:element:8, Oxygen
alchemistry:element:9, Fluorine
alchemistry:element:10, Neon
alchemistry:element:11, Sodium
alchemistry:element:12, Magnesium
alchemistry:element:13, Aluminum
alchemistry:element:14, Silicon
alchemistry:element:15, Phosphorus
alchemistry:element:16, Sulfur
alchemistry:element:17, Chlorine
alchemistry:element:18, Argon
alchemistry:element:19, Potassium
alchemistry:element:20, Calcium
alchemistry:element:21, Scandium
alchemistry:element:22, Titanium
alchemistry:element:23, Vanadium
alchemistry:element:24, Chromium
alchemistry:element:25, Manganese
alchemistry:element:26, Iron
alchemistry:element:27, Cobalt
alchemistry:element:28, Nickel
alchemistry:element:29, Copper
alchemistry:element:30, Zinc
alchemistry:element:31, Gallium
alchemistry:element:32, Germanium
alchemistry:element:33, Arsenic
alchemistry:element:34, Selenium
alchemistry:element:35, Bromine
alchemistry:element:36, Krypton
alchemistry:element:37, Rubidium
alchemistry:element:38, Strontium
alchemistry:element:39, Yttrium
alchemistry:element:40, Zirconium
alchemistry:element:41, Niobium
alchemistry:element:42, Molybdenum
alchemistry:element:43, Technetium
alchemistry:element:44, Ruthenium
alchemistry:element:45, Rhodium
alchemistry:element:46, Palladium
alchemistry:element:47, Silver
alchemistry:element:48, Cadmium
alchemistry:element:49, Indium
alchemistry:element:50, Tin
alchemistry:element:51, Antimony
alchemistry:element:52, Tellurium
alchemistry:element:53, Iodine
alchemistry:element:54, Xenon
alchemistry:element:55, Cesium
alchemistry:element:56, Barium
alchemistry:element:57, Lanthanum
alchemistry:element:58, Cerium
alchemistry:element:59, Praseodymium
alchemistry:element:60, Neodymium
alchemistry:element:61, Promethium
alchemistry:element:62, Samarium
alchemistry:element:63, Europium
alchemistry:element:64, Gadolinium
alchemistry:element:65, Terbium
alchemistry:element:66, Dysprosium
alchemistry:element:67, Holmium
alchemistry:element:68, Erbium
alchemistry:element:69, Thulium
alchemistry:element:70, Ytterbium
alchemistry:element:71, Lutetium
alchemistry:element:72, Hafnium
alchemistry:element:73, Tantalum
alchemistry:element:74, Tungsten
alchemistry:element:75, Rhenium
alchemistry:element:76, Osmium
alchemistry:element:77, Iridium
alchemistry:element:78, Platinum
alchemistry:element:79, Gold
alchemistry:element:80, Mercury
alchemistry:element:81, Thallium
alchemistry:element:82, Lead
alchemistry:element:83, Bismuth
alchemistry:element:84, Polonium
alchemistry:element:85, Astatine
alchemistry:element:86, Radon
alchemistry:element:87, Francium
alchemistry:element:88, Radium
alchemistry:element:89, Actinium
alchemistry:element:90, Thorium
alchemistry:element:91, Protactinium
alchemistry:element:92, Uranium
alchemistry:element:93, Neptunium
alchemistry:element:94, Plutonium
alchemistry:element:95, Americium
alchemistry:element:96, Curium
alchemistry:element:97, Berkelium
alchemistry:element:98, Californium
alchemistry:element:99, Einsteinium
alchemistry:element:100, Fermium
alchemistry:element:101, Mendelevium
alchemistry:element:102, Nobelium
alchemistry:element:103, Lawrencium
alchemistry:element:104, Rutherfordium
alchemistry:element:105, Dubnium
alchemistry:element:106, Seaborgium
alchemistry:element:107, Bohrium
alchemistry:element:108, Hassium
alchemistry:element:109, Meitnerium
alchemistry:element:110, Darmstadtium
alchemistry:element:111, Roentgenium
alchemistry:element:112, Copernicium
alchemistry:element:113, Nihonium
alchemistry:element:114, Flerovium
alchemistry:element:115, Moscovium
alchemistry:element:116, Livermorium
alchemistry:element:117, Tennessine
alchemistry:element:118, Oganesson
alchemistry:compound:0, Cellulose
alchemistry:compound:1, Silicon Dioxide
alchemistry:compound:2, Potassium Nitrate
alchemistry:compound:3, Aluminum Oxide
alchemistry:compound:4, Magnesium Oxide
alchemistry:compound:5, Potassium Chloride
alchemistry:compound:6, Sodium Chloride
alchemistry:compound:7, Water
alchemistry:compound:8, Kaolinite
alchemistry:compound:9, Protein
alchemistry:compound:10, Iron Oxide
alchemistry:compound:11, Sucrose
alchemistry:compound:12, Carbonate
alchemistry:compound:13, Calcium Carbonate
alchemistry:compound:14, Phosphate
alchemistry:compound:15, Hydroxide
alchemistry:compound:16, Hydroxylapatite
alchemistry:compound:17, Strontium Carbonate
alchemistry:compound:18, Beryl
alchemistry:compound:19, Starch
alchemistry:compound:20, Cucurbitacin
alchemistry:compound:21, Psilocybin
alchemistry:compound:22, Zinc Oxide
alchemistry:compound:23, Cobalt Aluminate
alchemistry:compound:24, Triglyceride
alchemistry:compound:25, Lead Iodide
alchemistry:compound:26, Ethanol
alchemistry:compound:27, Amide
alchemistry:compound:28, Urea
alchemistry:compound:29, Ammonium
alchemistry:compound:30, Diammonium Phosphate
alchemistry:compound:31, Potassium Carbonate
alchemistry:compound:32, Mescaline
alchemistry:compound:33, Mullite
alchemistry:compound:34, Methane
alchemistry:compound:35, Ethane
alchemistry:compound:36, Propane
alchemistry:compound:37, Butane
alchemistry:compound:38, Pentane
alchemistry:compound:39, Hexane
alchemistry:compound:40, Potassium Dichromate
alchemistry:compound:41, Nickel Chloride
alchemistry:compound:42, Potassium Permanganate
alchemistry:compound:43, Magnesium Sulfate
alchemistry:compound:44, Copper Chloride
alchemistry:compound:45, Cadmium Sulfide
alchemistry:compound:46, Chromium Oxide
alchemistry:compound:47, Antimony Trioxide
alchemistry:compound:48, Titanium Oxide
alchemistry:compound:49, Han Purple
alchemistry:compound:50, Arsenic Sulfide
alchemistry:compound:51, Barium Sulfate
alchemistry:compound:52, beta-Carotene
alchemistry:compound:53, Polyvinyl Chloride
alchemistry:compound:54, Potassium Cyanide
alchemistry:compound:55, Epinephrine
alchemistry:compound:56, Cocaine
alchemistry:compound:57, Acetylsalicylic Acid
alchemistry:compound:58, Penicillin
alchemistry:compound:59, Caffeine
alchemistry:compound:60, Mercury Sulfide
alchemistry:ingot:3, Lithium Ingot
alchemistry:ingot:4, Beryllium Ingot
alchemistry:ingot:5, Boron Ingot
alchemistry:ingot:11, Sodium Ingot
alchemistry:ingot:12, Magnesium Ingot
alchemistry:ingot:13, Aluminum Ingot
alchemistry:ingot:14, Silicon Ingot
alchemistry:ingot:19, Potassium Ingot
alchemistry:ingot:20, Calcium Ingot
alchemistry:ingot:21, Scandium Ingot
alchemistry:ingot:22, Titanium Ingot
alchemistry:ingot:23, Vanadium Ingot
alchemistry:ingot:24, Chromium Ingot
alchemistry:ingot:25, Manganese Ingot
alchemistry:ingot:27, Cobalt Ingot
alchemistry:ingot:28, Nickel Ingot
alchemistry:ingot:29, Copper Ingot
alchemistry:ingot:30, Zinc Ingot
alchemistry:ingot:31, Gallium Ingot
alchemistry:ingot:32, Germanium Ingot
alchemistry:ingot:33, Arsenic Ingot
alchemistry:ingot:34, Selenium Ingot
alchemistry:ingot:37, Rubidium Ingot
alchemistry:ingot:38, Strontium Ingot
alchemistry:ingot:39, Yttrium Ingot
alchemistry:ingot:40, Zirconium Ingot
alchemistry:ingot:41, Niobium Ingot
alchemistry:ingot:42, Molybdenum Ingot
alchemistry:ingot:43, Technetium Ingot
alchemistry:ingot:44, Ruthenium Ingot
alchemistry:ingot:45, Rhodium Ingot
alchemistry:ingot:46, Palladium Ingot
alchemistry:ingot:47, Silver Ingot
alchemistry:ingot:48, Cadmium Ingot
alchemistry:ingot:49, Indium Ingot
alchemistry:ingot:50, Tin Ingot
alchemistry:ingot:51, Antimony Ingot
alchemistry:ingot:52, Tellurium Ingot
alchemistry:ingot:55, Cesium Ingot
alchemistry:ingot:56, Barium Ingot
alchemistry:ingot:57, Lanthanum Ingot
alchemistry:ingot:58, Cerium Ingot
alchemistry:ingot:59, Praseodymium Ingot
alchemistry:ingot:60, Neodymium Ingot
alchemistry:ingot:61, Promethium Ingot
alchemistry:ingot:62, Samarium Ingot
alchemistry:ingot:63, Europium Ingot
alchemistry:ingot:64, Gadolinium Ingot
alchemistry:ingot:65, Terbium Ingot
alchemistry:ingot:66, Dysprosium Ingot
alchemistry:ingot:67, Holmium Ingot
alchemistry:ingot:68, Erbium Ingot
alchemistry:ingot:69, Thulium Ingot
alchemistry:ingot:70, Ytterbium Ingot
alchemistry:ingot:71, Lutetium Ingot
alchemistry:ingot:72, Hafnium Ingot
alchemistry:ingot:73, Tantalum Ingot
alchemistry:ingot:74, Tungsten Ingot
alchemistry:ingot:75, Rhenium Ingot
alchemistry:ingot:76, Osmium Ingot
alchemistry:ingot:77, Iridium Ingot
alchemistry:ingot:78, Platinum Ingot
alchemistry:ingot:81, Thallium Ingot
alchemistry:ingot:82, Lead Ingot
alchemistry:ingot:83, Bismuth Ingot
alchemistry:ingot:84, Polonium Ingot
alchemistry:ingot:85, Astatine Ingot
alchemistry:ingot:87, Francium Ingot
alchemistry:ingot:88, Radium Ingot
alchemistry:ingot:89, Actinium Ingot
alchemistry:ingot:90, Thorium Ingot
alchemistry:ingot:91, Protactinium Ingot
alchemistry:ingot:92, Uranium Ingot
alchemistry:ingot:93, Neptunium Ingot
alchemistry:ingot:94, Plutonium Ingot
alchemistry:ingot:95, Americium Ingot
alchemistry:ingot:96, Curium Ingot
alchemistry:ingot:97, Berkelium Ingot
alchemistry:ingot:98, Californium Ingot
alchemistry:ingot:99, Einsteinium Ingot
alchemistry:ingot:100, Fermium Ingot
alchemistry:ingot:101, Mendelevium Ingot
alchemistry:ingot:102, Nobelium Ingot
alchemistry:ingot:103, Lawrencium Ingot
alchemistry:ingot:104, Rutherfordium Ingot
alchemistry:ingot:105, Dubnium Ingot
alchemistry:ingot:106, Seaborgium Ingot
alchemistry:ingot:107, Bohrium Ingot
alchemistry:ingot:108, Hassium Ingot
alchemistry:ingot:109, Meitnerium Ingot
alchemistry:ingot:110, Darmstadtium Ingot
alchemistry:ingot:111, Roentgenium Ingot
alchemistry:ingot:112, Copernicium Ingot
alchemistry:ingot:113, Nihonium Ingot
alchemistry:ingot:114, Flerovium Ingot
alchemistry:ingot:115, Moscovium Ingot
alchemistry:ingot:116, Livermorium Ingot
alchemistry:ingot:117, Tennessine Ingot
alchemistry:ingot:118, Oganesson Ingot
alchemistry:periodic_diagram, Periodic Diagram
quark:glass_shards:0, Glass Shard
quark:glass_shards:1, White Glass Shard
quark:glass_shards:2, Orange Glass Shard
quark:glass_shards:3, Magenta Glass Shard
quark:glass_shards:4, Light Blue Glass Shard
quark:glass_shards:5, Yellow Glass Shard
quark:glass_shards:6, Lime Glass Shard
quark:glass_shards:7, Pink Glass Shard
quark:glass_shards:8, Gray Glass Shard
quark:glass_shards:9, Light Gray Glass Shard
quark:glass_shards:10, Cyan Glass Shard
quark:glass_shards:11, Purple Glass Shard
quark:glass_shards:12, Blue Glass Shard
quark:glass_shards:13, Brown Glass Shard
quark:glass_shards:14, Green Glass Shard
quark:glass_shards:15, Red Glass Shard
quark:glass_shards:16, Black Glass Shard
quark:chute, tile.chute.name
quark:sugar_block, tile.sugar_block.name
quark:redstone_randomizer, tile.redstone_randomizer.name
quark:iron_button, tile.iron_button.name
quark:gold_button, tile.gold_button.name
quark:ender_watcher, tile.ender_watcher.name
quark:iron_rod, tile.iron_rod.name
quark:color_slime:0, Red Slime Block
quark:color_slime:1, Blue Slime Block
quark:color_slime:2, Cyan Slime Block
quark:color_slime:3, Magenta Slime Block
quark:color_slime:4, Yellow Slime Block
quark:gravisand, tile.gravisand.name
quark:redstone_inductor, tile.redstone_inductor.name
quark:obsidian_pressure_plate, tile.obsidian_pressure_plate.name
quark:rain_detector, tile.rain_detector.name
quark:chain, item.chain.name
quark:sandstone_new:0, Polished Sandstone
quark:sandstone_new:1, Sandstone Bricks
quark:sandstone_new:2, Polished Red Sandstone
quark:sandstone_new:3, Red Sandstone Bricks
quark:sandstone_new:4, Polished Soul Sandstone
quark:sandstone_new:5, Soul Sandstone Bricks
quark:sandstone_bricks_stairs, tile.sandstone_bricks_stairs.name
quark:red_sandstone_bricks_stairs, tile.red_sandstone_bricks_stairs.name
quark:soul_sandstone_bricks_stairs, tile.soul_sandstone_bricks_stairs.name
quark:sandstone_smooth_slab:0, Polished Sandstone Slab
quark:sandstone_bricks_slab:0, Sandstone Brick Slab
quark:red_sandstone_smooth_slab:0, Polished Red Sandstone Slab
quark:red_sandstone_bricks_slab:0, Red Sandstone Brick Slab
quark:soul_sandstone_smooth_slab:0, Polished Soul Sandstone Slab
quark:soul_sandstone_bricks_slab:0, Soul Sandstone Brick Slab
quark:polished_stone, tile.polished_stone.name
quark:stone_wall, tile.stone_wall.name
quark:stone_granite_wall, tile.stone_granite_wall.name
quark:stone_diorite_wall, tile.stone_diorite_wall.name
quark:stone_andesite_wall, tile.stone_andesite_wall.name
quark:sandstone_wall, tile.sandstone_wall.name
quark:red_sandstone_wall, tile.red_sandstone_wall.name
quark:stonebrick_wall, tile.stonebrick_wall.name
quark:brick_wall, tile.brick_wall.name
quark:quartz_wall, tile.quartz_wall.name
quark:prismarine_rough_wall, tile.prismarine_rough_wall.name
quark:prismarine_bricks_wall, tile.prismarine_bricks_wall.name
quark:dark_prismarine_wall, tile.dark_prismarine_wall.name
quark:purpur_block_wall, tile.purpur_block_wall.name
quark:end_bricks_wall, tile.end_bricks_wall.name
quark:stonebrick_mossy_wall, tile.stonebrick_mossy_wall.name
quark:stained_planks:0, White Stained Planks
quark:stained_planks:1, Orange Stained Planks
quark:stained_planks:2, Magenta Stained Planks
quark:stained_planks:3, Light Blue Stained Planks
quark:stained_planks:4, Yellow Stained Planks
quark:stained_planks:5, Lime Stained Planks
quark:stained_planks:6, Pink Stained Planks
quark:stained_planks:7, Gray Stained Planks
quark:stained_planks:8, Light Gray Stained Planks
